word,freq
âprement,6435
çà,224880
ème,1003583637066
ère,487000
é,233359
écarter,339496
échange,928132
échanger,453619
échapper,653566
échelle,529081
échouer,210865
éclairer,400561
éclater,328057
école,2214227
écologique,296487
écologiquement,9799
économie,1184823
économique,1864612
économiquement,49188
économiser,190761
écouler,197441
écouter,1066949
écran,931593
écraser,257019
écrire,3152167
écriture,630828
éditer,231474
édition,1032253
éducatif,259502
éducation,871438
égal,428710
également,5327853
égard,754469
église,759683
égoïstement,4264
égyptien,134754
élaborer,424535
élargir,265575
élection,935987
électoral,389997
électoralement,2792
électrique,692268
électriquement,7056
électronique,530932
électroniquement,7930
élever,1593514
éliminer,429293
élire,487608
éloigner,548263
élève,1505353
élégamment,10247
élégant,206577
élément,1870244
élémentaire,146524
émergent,104525
émerger,158686
émettre,382329
éminemment,25686
émission,778201
émotion,558397
émotionnel,119483
énergie,1586938
énergiquement,19922
énergétique,309468
énergétiquement,3304
énerver,228519
énorme,770886
énormément,285230
épais,217744
épargner,173697
éperdument,14600
épisode,565969
épisodiquement,4121
époque,1615420
épouser,193434
épreuve,617400
éprouver,352114
épuiser,199520
équilibrer,233977
équipe,3105883
équipement,712499
équiper,559192
équitable,149493
équitablement,15005
équivalent,169264
établir,1382066
établissement,1194392
étaler,183727
étape,1071063
état,2424670
éteindre,251495
étendre,688288
éternel,259239
éternellement,49689
éthique,120292
étoile,495193
étonnamment,41566
étonnant,346317
étonner,490518
étrange,518043
étrangement,86131
étranger,1302182
étroit,305422
étroitement,86774
étude,2571258
étudiant,970277186024
étudier,821708
étymologiquement,4392
été,1024612
évaluation,729317
évaluer,552985
éveiller,171636
éventuel,413888
éventuellement,457532
évidemment,764005
évident,618577
éviter,1783139
évoluer,718922
évolution,1054639
évoquer,805058
événement,1600250
être,906157233775372
île,837656
œil,3715084
œuvre,2278057
œuvrer,177970
